human_ensembl_id,mouse_ensembl_id,human_gene_symbol,mouse_gene_symbol
ENSG00000162630,ENSMUSG00000033849,B3GALT2,B3galt2
ENSG00000235863,ENSMUSG00000067370,B3GALT4,B3galt4
ENSG00000183778,ENSMUSG00000074892,B3GALT5,B3galt5
ENSG00000176022,ENSMUSG00000050796,B3GALT6,B3galt6
ENSG00000214654,ENSMUSG00000107167,B3GALT9,B3galt9
ENSG00000109956,ENSMUSG00000045994,B3GAT1,B3gat1
ENSG00000112309,ENSMUSG00000026156,B3GAT2,B3gat2
ENSG00000149541,ENSMUSG00000071649,B3GAT3,B3gat3
ENSG00000187676,ENSMUSG00000051950,B3GLCT,B3glct
ENSG00000170340,ENSMUSG00000051650,B3GNT2,B3gnt2
ENSG00000179913,ENSMUSG00000031803,B3GNT3,B3gnt3
ENSG00000176383,ENSMUSG00000029431,B3GNT4,B3gnt4
ENSG00000176597,ENSMUSG00000022686,B3GNT5,B3gnt5
ENSG00000198488,ENSMUSG00000074004,B3GNT6,B3gnt6
ENSG00000156966,ENSMUSG00000079445,B3GNT7,B3gnt7
ENSG00000177191,ENSMUSG00000059479,B3GNT8,B3gnt8
ENSG00000237172,ENSMUSG00000069920,B3GNT9,B3gnt9
ENSG00000175711,ENSMUSG00000046605,B3GNTL1,B3gntl1
ENSG00000135454,ENSMUSG00000006731,B4GALNT1,B4galnt1
ENSG00000167080,ENSMUSG00000013418,B4GALNT2,B4galnt2
ENSG00000139044,ENSMUSG00000041372,B4GALNT3,B4galnt3
ENSG00000182272,ENSMUSG00000055629,B4GALNT4,B4galnt4
ENSG00000086062,ENSMUSG00000028413,B4GALT1,B4galt1
ENSG00000117411,ENSMUSG00000028541,B4GALT2,B4galt2
ENSG00000158850,ENSMUSG00000052423,B4GALT3,B4galt3
ENSG00000121578,ENSMUSG00000022793,B4GALT4,B4galt4
ENSG00000158470,ENSMUSG00000017929,B4GALT5,B4galt5
ENSG00000118276,ENSMUSG00000056124,B4GALT6,B4galt6
ENSG00000027847,ENSMUSG00000021504,B4GALT7,B4galt7
ENSG00000174684,ENSMUSG00000047379,B4GAT1,B4gat1
ENSG00000108641,ENSMUSG00000001039,B9D1,B9d1
ENSG00000123810,ENSMUSG00000063439,B9D2,B9d2
ENSG00000164929,ENSMUSG00000022296,BAALC,Baalc
ENSG00000136881,ENSMUSG00000039653,BAAT,Baat
ENSG00000105393,ENSMUSG00000031820,BABAM1,Babam1
ENSG00000158019,ENSMUSG00000052139,BABAM2,Babam2
ENSG00000258315,ENSMUSG00000020831,BACC1,Bacc1
ENSG00000186318,ENSMUSG00000032086,BACE1,Bace1
ENSG00000182240,ENSMUSG00000040605,BACE2,Bace2
ENSG00000156273,ENSMUSG00000025612,BACH1,Bach1
ENSG00000112182,ENSMUSG00000040270,BACH2,Bach2
ENSG00000002330,ENSMUSG00000024959,BAD,Bad
ENSG00000107262,ENSMUSG00000028416,BAG1,Bag1
ENSG00000112208,ENSMUSG00000042215,BAG2,Bag2
ENSG00000151929,ENSMUSG00000030847,BAG3,Bag3
ENSG00000156735,ENSMUSG00000037316,BAG4,Bag4
ENSG00000166170,ENSMUSG00000049792,BAG5,Bag5
ENSG00000204463,ENSMUSG00000024392,BAG6,Bag6
ENSG00000266074,ENSMUSG00000039741,BAHCC1,Bahcc1
ENSG00000140320,ENSMUSG00000040007,BAHD1,Bahd1
ENSG00000175866,ENSMUSG00000025372,BAIAP2,Baiap2
ENSG00000006453,ENSMUSG00000038859,BAIAP2L1,Baiap2l1
ENSG00000128298,ENSMUSG00000018126,BAIAP2L2,Baiap2l2
ENSG00000007516,ENSMUSG00000047507,BAIAP3,Baiap3
ENSG00000030110,ENSMUSG00000057789,BAK1,Bak1
ENSG00000095739,ENSMUSG00000024232,BAMBI,Bambi
ENSG00000175334,ENSMUSG00000024844,BANF1,Banf1
ENSG00000125888,ENSMUSG00000037307,BANF2,Banf2
ENSG00000153064,ENSMUSG00000037922,BANK1,Bank1
ENSG00000172530,ENSMUSG00000025316,BANP,Banp
ENSG00000163930,ENSMUSG00000021901,BAP1,Bap1
ENSG00000138376,ENSMUSG00000026196,BARD1,Bard1
ENSG00000125492,ENSMUSG00000026805,BARHL1,Barhl1
ENSG00000143032,ENSMUSG00000034384,BARHL2,Barhl2
ENSG00000131668,ENSMUSG00000021381,BARX1,Barx1
ENSG00000043039,ENSMUSG00000032033,BARX2,Barx2
ENSG00000176788,ENSMUSG00000045763,BASP1,Basp1
ENSG00000156127,ENSMUSG00000034266,BATF,Batf
ENSG00000168062,ENSMUSG00000039699,BATF2,Batf2
ENSG00000123685,ENSMUSG00000026630,BATF3,Batf3
ENSG00000087088,ENSMUSG00000003873,BAX,Bax
ENSG00000198604,ENSMUSG00000035021,BAZ1A,Baz1a
ENSG00000009954,ENSMUSG00000002748,BAZ1B,Baz1b
ENSG00000076108,ENSMUSG00000040054,BAZ2A,Baz2a
ENSG00000123636,ENSMUSG00000026987,BAZ2B,Baz2b
ENSG00000105327,ENSMUSG00000002083,BBC3,Bbc3
ENSG00000214413,ENSMUSG00000084957,BBIP1,Bbip1
ENSG00000171159,ENSMUSG00000039195,BBLN,Bbln
ENSG00000119636,ENSMUSG00000057265,BBOF1,Bbof1
ENSG00000129151,ENSMUSG00000041660,BBOX1,Bbox1
ENSG00000174483,ENSMUSG00000006464,BBS1,Bbs1
ENSG00000179941,ENSMUSG00000035759,BBS10,Bbs10
ENSG00000181004,ENSMUSG00000051444,BBS12,Bbs12
ENSG00000125124,ENSMUSG00000031755,BBS2,Bbs2
ENSG00000140463,ENSMUSG00000025235,BBS4,Bbs4
ENSG00000163093,ENSMUSG00000063145,BBS5,Bbs5
ENSG00000138686,ENSMUSG00000037325,BBS7,Bbs7
ENSG00000122507,ENSMUSG00000035919,BBS9,Bbs9
ENSG00000114439,ENSMUSG00000022641,BBX,Bbx
ENSG00000198663,ENSMUSG00000052712,C6orf89,BC004004
ENSG00000112308,ENSMUSG00000019132,C6orf62,BC005537
ENSG00000136819,ENSMUSG00000026851,C9orf78,BC005624
ENSG00000114529,ENSMUSG00000033187,C3orf52,BC016579
ENSG00000175691,ENSMUSG00000074862,ZNF77,BC025920
ENSG00000118292,ENSMUSG00000038543,C1orf54,BC028528
ENSG00000177576,ENSMUSG00000036299,C18orf32,BC031181
ENSG00000135835,ENSMUSG00000033722,KIAA1614,BC034090
ENSG00000242950,ENSMUSG00000090486,ERVW-1,BC035947
ENSG00000236980,ENSMUSG00000050641,CIMIP7,BC048562
ENSG00000180697,ENSMUSG00000049694,C3orf22,BC048671
ENSG00000182993,ENSMUSG00000047515,C12orf60,BC049715
ENSG00000176029,ENSMUSG00000031022,C11orf16,BC051019
ENSG00000187244,ENSMUSG00000002980,BCAM,Bcam
ENSG00000132692,ENSMUSG00000004892,BCAN,Bcan
ENSG00000075790,ENSMUSG00000020650,BCAP29,Bcap29
ENSG00000185825,ENSMUSG00000002015,BCAP31,Bcap31
ENSG00000050820,ENSMUSG00000031955,BCAR1,Bcar1
ENSG00000137936,ENSMUSG00000028121,BCAR3,Bcar3
ENSG00000064787,ENSMUSG00000013523,BCAS1,Bcas1
ENSG00000116752,ENSMUSG00000005687,BCAS2,Bcas2
ENSG00000141376,ENSMUSG00000059439,BCAS3,Bcas3
ENSG00000060982,ENSMUSG00000030268,BCAT1,Bcat1
ENSG00000105552,ENSMUSG00000030826,BCAT2,Bcat2
ENSG00000107949,ENSMUSG00000030983,BCCIP,Bccip
ENSG00000186666,ENSMUSG00000037525,BCDIN3D,Bcdin3d
ENSG00000114200,ENSMUSG00000027792,BCHE,Bche
ENSG00000248098,ENSMUSG00000060376,BCKDHA,Bckdha
ENSG00000083123,ENSMUSG00000032263,BCKDHB,Bckdhb
ENSG00000103507,ENSMUSG00000030802,BCKDK,Bckdk
ENSG00000142867,ENSMUSG00000028191,BCL10,Bcl10
ENSG00000119866,ENSMUSG00000000861,BCL11A,Bcl11a
ENSG00000127152,ENSMUSG00000048251,BCL11B,Bcl11b
ENSG00000171791,ENSMUSG00000057329,BCL2,Bcl2
ENSG00000140379,ENSMUSG00000102037,BCL2A1,Bcl2a1a
ENSG00000140379,ENSMUSG00000089929,BCL2A1,Bcl2a1b
ENSG00000140379,ENSMUSG00000053820,BCL2A1,Bcl2a1c
ENSG00000140379,ENSMUSG00000099974,BCL2A1,Bcl2a1d
ENSG00000171552,ENSMUSG00000007659,BCL2L1,Bcl2l1
ENSG00000153094,ENSMUSG00000027381,BCL2L11,Bcl2l11
ENSG00000126453,ENSMUSG00000003190,BCL2L12,Bcl2l12
ENSG00000099968,ENSMUSG00000009112,BCL2L13,Bcl2l13
ENSG00000121380,ENSMUSG00000030200,BCL2L14,Bcl2l14
ENSG00000188761,ENSMUSG00000044165,BCL2L15,Bcl2l15
ENSG00000129473,ENSMUSG00000089682,BCL2L2,Bcl2l2
ENSG00000069399,ENSMUSG00000053175,BCL3,Bcl3
ENSG00000113916,ENSMUSG00000022508,BCL6,Bcl6
ENSG00000161940,ENSMUSG00000000317,BCL6B,Bcl6b
ENSG00000110987,ENSMUSG00000029438,BCL7A,Bcl7a
ENSG00000106635,ENSMUSG00000029681,BCL7B,Bcl7b
ENSG00000099385,ENSMUSG00000030814,BCL7C,Bcl7c
ENSG00000116128,ENSMUSG00000038256,BCL9,Bcl9
ENSG00000186174,ENSMUSG00000063382,BCL9L,Bcl9l
ENSG00000029363,ENSMUSG00000037608,BCLAF1,Bclaf1
ENSG00000173681,ENSMUSG00000044150,BCLAF3,Bclaf3
ENSG00000135697,ENSMUSG00000031845,BCO1,Bco1
ENSG00000197580,ENSMUSG00000032066,BCO2,Bco2
ENSG00000183337,ENSMUSG00000040363,BCOR,Bcor
ENSG00000085185,ENSMUSG00000036959,BCORL1,Bcorl1
ENSG00000186716,ENSMUSG00000009681,BCR,Bcr
ENSG00000074582,ENSMUSG00000026172,BCS1L,Bcs1l
ENSG00000161267,ENSMUSG00000046598,BDH1,Bdh1
ENSG00000164039,ENSMUSG00000028167,BDH2,Bdh2
ENSG00000100739,ENSMUSG00000041347,BDKRB1,Bdkrb1
ENSG00000168398,ENSMUSG00000021070,BDKRB2,Bdkrb2
ENSG00000176697,ENSMUSG00000048482,BDNF,Bdnf
ENSG00000145734,ENSMUSG00000049658,BDP1,Bdp1
ENSG00000166546,ENSMUSG00000031872,BEAN1,Bean1
ENSG00000126581,ENSMUSG00000035086,BECN1,Becn1
ENSG00000196289,ENSMUSG00000104158,BECN2,Becn2
ENSG00000183092,ENSMUSG00000040867,BEGAIN,Begain
ENSG00000177324,ENSMUSG00000108981,BEND2,Bend2
ENSG00000178409,ENSMUSG00000038214,BEND3,Bend3
ENSG00000188848,ENSMUSG00000092060,BEND4,Bend4
ENSG00000162373,ENSMUSG00000028545,BEND5,Bend5
ENSG00000151917,ENSMUSG00000042182,BEND6,Bend6
ENSG00000165626,ENSMUSG00000048186,BEND7,Bend7
ENSG00000167995,ENSMUSG00000037418,BEST1,Best1
ENSG00000039987,ENSMUSG00000052819,BEST2,Best2
ENSG00000127325,ENSMUSG00000020169,BEST3,Best3
ENSG00000177951,ENSMUSG00000025484,BET1L,Bet1l
ENSG00000133169,ENSMUSG00000050071,BEX1,Bex1
ENSG00000133134,ENSMUSG00000050071,BEX2,Bex1
ENSG00000133169,ENSMUSG00000042750,BEX1,Bex2
ENSG00000133134,ENSMUSG00000042750,BEX2,Bex2
ENSG00000166681,ENSMUSG00000046432,BEX3,Bex3
ENSG00000102409,ENSMUSG00000047844,BEX4,Bex4
ENSG00000102409,ENSMUSG00000075269,BEX4,Bex6
ENSG00000103429,ENSMUSG00000022684,BFAR,Bfar
ENSG00000125864,ENSMUSG00000027420,BFSP1,Bfsp1
ENSG00000170819,ENSMUSG00000032556,BFSP2,Bfsp2
ENSG00000242252,ENSMUSG00000074483,BGLAP,Bglap
ENSG00000242252,ENSMUSG00000074486,BGLAP,Bglap2
ENSG00000242252,ENSMUSG00000074489,BGLAP,Bglap3
ENSG00000182492,ENSMUSG00000031375,BGN,Bgn
ENSG00000180535,ENSMUSG00000052271,BHLHA15,Bhlha15
ENSG00000205899,ENSMUSG00000044243,BHLHA9,Bhlha9
ENSG00000198908,ENSMUSG00000072964,GPRASP3,Bhlhb9
ENSG00000180828,ENSMUSG00000025128,BHLHE22,Bhlhe22
ENSG00000125533,ENSMUSG00000045493,BHLHE23,Bhlhe23
ENSG00000134107,ENSMUSG00000030103,BHLHE40,Bhlhe40
ENSG00000123095,ENSMUSG00000030256,BHLHE41,Bhlhe41
ENSG00000145692,ENSMUSG00000074768,BHMT,Bhmt
ENSG00000145692,ENSMUSG00000069324,BHMT,Bhmt1b
ENSG00000132840,ENSMUSG00000042118,BHMT2,Bhmt2
ENSG00000122870,ENSMUSG00000014329,BICC1,Bicc1
ENSG00000151746,ENSMUSG00000003452,BICD1,Bicd1
ENSG00000185963,ENSMUSG00000037933,BICD2,Bicd2
ENSG00000135127,ENSMUSG00000041609,BICDL1,Bicdl1
ENSG00000162069,ENSMUSG00000043782,BICDL2,Bicdl2
ENSG00000063169,ENSMUSG00000070808,BICRA,Bicra
ENSG00000112624,ENSMUSG00000036568,BICRAL,Bicral
ENSG00000015475,ENSMUSG00000004446,BID,Bid
ENSG00000100290,ENSMUSG00000016758,BIK,Bik
ENSG00000136717,ENSMUSG00000024381,BIN1,Bin1
ENSG00000110934,ENSMUSG00000098112,BIN2,Bin2
ENSG00000147439,ENSMUSG00000022089,BIN3,Bin3
ENSG00000110330,ENSMUSG00000057367,BIRC2,Birc2
ENSG00000023445,ENSMUSG00000032000,BIRC3,Birc3
ENSG00000089685,ENSMUSG00000017716,BIRC5,Birc5
ENSG00000115760,ENSMUSG00000024073,BIRC6,Birc6
ENSG00000101197,ENSMUSG00000038840,BIRC7,Birc7
ENSG00000134897,ENSMUSG00000041684,BIVM,Bivm
ENSG00000134899,ENSMUSG00000041684,ERCC5,Bivm
ENSG00000166619,ENSMUSG00000067787,BLCAP,Blcap
ENSG00000136573,ENSMUSG00000014453,BLK,Blk
ENSG00000197299,ENSMUSG00000030528,BLM,Blm
ENSG00000108578,ENSMUSG00000020840,BLMH,Blmh
ENSG00000095585,ENSMUSG00000061132,BLNK,Blnk
ENSG00000135441,ENSMUSG00000090247,BLOC1S1,Bloc1s1
ENSG00000196072,ENSMUSG00000057506,BLOC1S2,Bloc1s2
ENSG00000189114,ENSMUSG00000057667,BLOC1S3,Bloc1s3
ENSG00000186222,ENSMUSG00000060708,BLOC1S4,Bloc1s4
ENSG00000188428,ENSMUSG00000038982,BLOC1S5,Bloc1s5
ENSG00000104164,ENSMUSG00000005804,BLOC1S6,Bloc1s6
ENSG00000138688,ENSMUSG00000037270,BLTP1,Bltp1
ENSG00000007202,ENSMUSG00000010277,BLTP2,Bltp2
ENSG00000065060,ENSMUSG00000039512,BLTP3A,Bltp3a
ENSG00000111647,ENSMUSG00000019951,BLTP3B,Bltp3b
ENSG00000106605,ENSMUSG00000001999,BLVRA,Blvra
ENSG00000090013,ENSMUSG00000040466,BLVRB,Blvrb
ENSG00000117475,ENSMUSG00000026577,BLZF1,Blzf1
ENSG00000133794,ENSMUSG00000055116,BMAL1,Bmal1
ENSG00000029153,ENSMUSG00000040187,BMAL2,Bmal2
ENSG00000166780,ENSMUSG00000044117,BMERB1,Bmerb1
ENSG00000104081,ENSMUSG00000040093,BMF,Bmf
ENSG00000168283,ENSMUSG00000026739,BMI1,Bmi1
ENSG00000168487,ENSMUSG00000022098,BMP1,Bmp1
ENSG00000163217,ENSMUSG00000030046,BMP10,Bmp10
ENSG00000130385,ENSMUSG00000023279,BMP15,Bmp15
ENSG00000125845,ENSMUSG00000027358,BMP2,Bmp2
ENSG00000138756,ENSMUSG00000034663,BMP2K,Bmp2k
ENSG00000152785,ENSMUSG00000029335,BMP3,Bmp3
ENSG00000125378,ENSMUSG00000021835,BMP4,Bmp4
ENSG00000112175,ENSMUSG00000032179,BMP5,Bmp5
ENSG00000153162,ENSMUSG00000039004,BMP6,Bmp6
ENSG00000101144,ENSMUSG00000008999,BMP7,Bmp7
ENSG00000164619,ENSMUSG00000031963,BMPER,Bmper
ENSG00000107779,ENSMUSG00000021796,BMPR1A,Bmpr1a
ENSG00000138696,ENSMUSG00000052430,BMPR1B,Bmpr1b
ENSG00000204217,ENSMUSG00000067336,BMPR2,Bmpr2
ENSG00000165733,ENSMUSG00000030138,BMS1,Bms1
ENSG00000102010,ENSMUSG00000031377,BMX,Bmx
ENSG00000169594,ENSMUSG00000025105,BNC1,Bnc1
ENSG00000173068,ENSMUSG00000028487,BNC2,Bnc2
ENSG00000113734,ENSMUSG00000024191,BNIP1,Bnip1
ENSG00000140299,ENSMUSG00000011958,BNIP2,Bnip2
ENSG00000176171,ENSMUSG00000078566,BNIP3,Bnip3
ENSG00000104765,ENSMUSG00000022051,BNIP3L,Bnip3l
ENSG00000189325,ENSMUSG00000048905,BNIP5,Bnip5
ENSG00000163141,ENSMUSG00000028115,BNIPL,Bnipl
ENSG00000144857,ENSMUSG00000022687,BOC,Boc
ENSG00000145919,ENSMUSG00000044502,BOD1,Bod1
ENSG00000228075,ENSMUSG00000044502,BOD1L2,Bod1
ENSG00000038219,ENSMUSG00000061755,BOD1L1,Bod1l
ENSG00000176720,ENSMUSG00000026278,BOK,Bok
ENSG00000178096,ENSMUSG00000015943,BOLA1,Bola1
ENSG00000183336,ENSMUSG00000047721,BOLA2,Bola2
ENSG00000169627,ENSMUSG00000047721,BOLA2B,Bola2
ENSG00000163170,ENSMUSG00000045160,BOLA3,Bola3
ENSG00000152430,ENSMUSG00000025977,BOLL,Boll
ENSG00000261236,ENSMUSG00000022557,BOP1,Bop1
ENSG00000136122,ENSMUSG00000022070,BORA,Bora
ENSG00000165714,ENSMUSG00000042992,BORCS5,Borcs5
ENSG00000196544,ENSMUSG00000045176,BORCS6,Borcs6
ENSG00000166275,ENSMUSG00000062376,BORCS7,Borcs7
ENSG00000254901,ENSMUSG00000002345,BORCS8,Borcs8
ENSG00000172331,ENSMUSG00000038871,BPGM,Bpgm
ENSG00000137274,ENSMUSG00000038286,BPHL,Bphl
ENSG00000101425,ENSMUSG00000052922,BPI,Bpi
ENSG00000198183,ENSMUSG00000027483,BPIFA1,Bpifa1
ENSG00000131050,ENSMUSG00000042459,BPIFA2,Bpifa2
ENSG00000131059,ENSMUSG00000027482,BPIFA3,Bpifa3
ENSG00000198183,ENSMUSG00000027484,BPIFA1,Bpifa5
ENSG00000125999,ENSMUSG00000027485,BPIFB1,Bpifb1
ENSG00000078898,ENSMUSG00000027481,BPIFB2,Bpifb2
ENSG00000186190,ENSMUSG00000068008,BPIFB3,Bpifb3
ENSG00000186191,ENSMUSG00000074665,BPIFB4,Bpifb4
ENSG00000167104,ENSMUSG00000068009,BPIFB6,Bpifb6
ENSG00000184459,ENSMUSG00000050108,BPIFC,Bpifc
ENSG00000162813,ENSMUSG00000026617,BPNT1,Bpnt1
ENSG00000104331,ENSMUSG00000066324,BPNT2,Bpnt2
ENSG00000171634,ENSMUSG00000040481,BPTF,Bptf
ENSG00000157764,ENSMUSG00000002413,BRAF,Braf
ENSG00000089234,ENSMUSG00000029458,BRAP,Brap
ENSG00000106009,ENSMUSG00000000148,BRAT1,Brat1
ENSG00000012048,ENSMUSG00000017146,BRCA1,Brca1
ENSG00000139618,ENSMUSG00000041147,BRCA2,Brca2
ENSG00000185515,ENSMUSG00000031201,BRCC3,Brcc3
ENSG00000185515,ENSMUSG00000112039,BRCC3,Brcc3dc
ENSG00000100425,ENSMUSG00000022387,BRD1,Brd1
ENSG00000183354,ENSMUSG00000046138,BRD10,Brd10
ENSG00000204256,ENSMUSG00000024335,BRD2,Brd2
ENSG00000169925,ENSMUSG00000026918,BRD3,Brd3
ENSG00000141867,ENSMUSG00000024002,BRD4,Brd4
ENSG00000166164,ENSMUSG00000031660,BRD7,Brd7
ENSG00000112983,ENSMUSG00000003778,BRD8,Brd8
ENSG00000028310,ENSMUSG00000057649,BRD9,Brd9
ENSG00000137948,ENSMUSG00000029279,BRDT,Brdt
ENSG00000185024,ENSMUSG00000011158,BRF1,Brf1
ENSG00000104221,ENSMUSG00000031487,BRF2,Brf2
ENSG00000164713,ENSMUSG00000047843,BRI3,Bri3
ENSG00000184992,ENSMUSG00000037905,BRI3BP,Bri3bp
ENSG00000182685,ENSMUSG00000045744,BRICD5,Bricd5
ENSG00000078725,ENSMUSG00000028351,BRINP1,Brinp1
ENSG00000198797,ENSMUSG00000004031,BRINP2,Brinp2
ENSG00000162670,ENSMUSG00000035131,BRINP3,Brinp3
ENSG00000136492,ENSMUSG00000034329,BRIP1,Brip1
ENSG00000113460,ENSMUSG00000022247,BRIX1,Brix1
ENSG00000254999,ENSMUSG00000033940,BRK1,Brk1
ENSG00000132016,ENSMUSG00000008129,BRME1,Brme1
ENSG00000174744,ENSMUSG00000080268,BRMS1,Brms1
ENSG00000100916,ENSMUSG00000012076,BRMS1L,Brms1l
ENSG00000162819,ENSMUSG00000046836,BROX,Brox
ENSG00000156983,ENSMUSG00000001632,BRPF1,Brpf1
ENSG00000096070,ENSMUSG00000063952,BRPF3,Brpf3
ENSG00000102239,ENSMUSG00000031130,BRS3,Brs3
ENSG00000160469,ENSMUSG00000035390,BRSK1,Brsk1
ENSG00000174672,ENSMUSG00000053046,BRSK2,Brsk2
ENSG00000185658,ENSMUSG00000022914,BRWD1,Brwd1
ENSG00000165288,ENSMUSG00000063663,BRWD3,Brwd3
ENSG00000168000,ENSMUSG00000071657,BSCL2,Bscl2
ENSG00000160058,ENSMUSG00000040859,BSDC1,Bsdc1
ENSG00000172270,ENSMUSG00000023175,BSG,Bsg
ENSG00000164061,ENSMUSG00000032589,BSN,Bsn
ENSG00000162399,ENSMUSG00000025418,BSND,Bsnd
ENSG00000188334,ENSMUSG00000074378,BSPH1,Bsph1
ENSG00000119411,ENSMUSG00000028392,BSPRY,Bspry
ENSG00000109743,ENSMUSG00000029082,BST1,Bst1
ENSG00000130303,ENSMUSG00000046718,BST2,Bst2
ENSG00000188909,ENSMUSG00000054360,BSX,Bsx
ENSG00000095564,ENSMUSG00000040565,BTAF1,Btaf1
ENSG00000064726,ENSMUSG00000025103,BTBD1,Btbd1
ENSG00000148925,ENSMUSG00000038187,BTBD10,Btbd10
ENSG00000138152,ENSMUSG00000040298,BTBD16,Btbd16
ENSG00000204347,ENSMUSG00000000202,BTBD17,Btbd17
ENSG00000233436,ENSMUSG00000086598,BTBD18,Btbd18
ENSG00000222009,ENSMUSG00000073771,BTBD19,Btbd19
ENSG00000133243,ENSMUSG00000003344,BTBD2,Btbd2
ENSG00000132640,ENSMUSG00000062098,BTBD3,Btbd3
ENSG00000184887,ENSMUSG00000002803,BTBD6,Btbd6
ENSG00000011114,ENSMUSG00000041702,BTBD7,Btbd7
ENSG00000189195,ENSMUSG00000111375,BTBD8,Btbd8
ENSG00000183826,ENSMUSG00000062202,BTBD9,Btbd9
ENSG00000174808,ENSMUSG00000082361,BTC,Btc
ENSG00000169814,ENSMUSG00000021900,BTD,Btd
ENSG00000145741,ENSMUSG00000021660,BTF3,Btf3
ENSG00000134717,ENSMUSG00000114133,BTF3L4,Btf3l4b
ENSG00000133639,ENSMUSG00000036478,BTG1,Btg1
ENSG00000159388,ENSMUSG00000020423,BTG2,Btg2
ENSG00000154640,ENSMUSG00000022863,BTG3,Btg3
ENSG00000137707,ENSMUSG00000032056,BTG4,Btg4
ENSG00000010671,ENSMUSG00000031264,BTK,Btk
ENSG00000186265,ENSMUSG00000052013,BTLA,Btla
ENSG00000124557,ENSMUSG00000000706,BTN1A1,Btn1a1
ENSG00000124508,ENSMUSG00000053216,BTN2A2,Btn2a2
ENSG00000026950,ENSMUSG00000108763,BTN3A1,Btnl12
ENSG00000204290,ENSMUSG00000024340,BTNL2,Btnl2
ENSG00000165810,ENSMUSG00000040283,BTNL9,Btnl9
ENSG00000166167,ENSMUSG00000025217,BTRC,Btrc
ENSG00000169679,ENSMUSG00000027379,BUB1,Bub1
ENSG00000156970,ENSMUSG00000040084,BUB1B,Bub1b
ENSG00000154473,ENSMUSG00000066979,BUB3,Bub3
ENSG00000137656,ENSMUSG00000032077,BUD13,Bud13
ENSG00000071462,ENSMUSG00000005378,BUD23,Bud23
ENSG00000106245,ENSMUSG00000038722,BUD31,Bud31
ENSG00000112578,ENSMUSG00000023988,BYSL,Bysl
ENSG00000082153,ENSMUSG00000051223,BZW1,Bzw1
ENSG00000136261,ENSMUSG00000020547,BZW2,Bzw2
ENSG00000213563,ENSMUSG00000116138,C8orf82,C030006K11Rik
ENSG00000116721,ENSMUSG00000046133,PRAMEF1,C130073F10Rik
ENSG00000187545,ENSMUSG00000046133,PRAMEF10,C130073F10Rik
ENSG00000239810,ENSMUSG00000046133,PRAMEF11,C130073F10Rik
ENSG00000116726,ENSMUSG00000046133,PRAMEF12,C130073F10Rik
ENSG00000279169,ENSMUSG00000046133,PRAMEF13,C130073F10Rik
ENSG00000204481,ENSMUSG00000046133,PRAMEF14,C130073F10Rik
ENSG00000204501,ENSMUSG00000046133,PRAMEF15,C130073F10Rik
ENSG00000204479,ENSMUSG00000046133,PRAMEF17,C130073F10Rik
ENSG00000279804,ENSMUSG00000046133,PRAMEF18,C130073F10Rik
ENSG00000204480,ENSMUSG00000046133,PRAMEF19,C130073F10Rik
ENSG00000120952,ENSMUSG00000046133,PRAMEF2,C130073F10Rik
ENSG00000204478,ENSMUSG00000046133,PRAMEF20,C130073F10Rik
ENSG00000229571,ENSMUSG00000046133,PRAMEF25,C130073F10Rik
ENSG00000280267,ENSMUSG00000046133,PRAMEF26,C130073F10Rik
ENSG00000274764,ENSMUSG00000046133,PRAMEF27,C130073F10Rik
ENSG00000237700,ENSMUSG00000046133,PRAMEF33,C130073F10Rik
ENSG00000243073,ENSMUSG00000046133,PRAMEF4,C130073F10Rik
ENSG00000270601,ENSMUSG00000046133,PRAMEF5,C130073F10Rik
ENSG00000232423,ENSMUSG00000046133,PRAMEF6,C130073F10Rik
ENSG00000204510,ENSMUSG00000046133,PRAMEF7,C130073F10Rik
ENSG00000182330,ENSMUSG00000046133,PRAMEF8,C130073F10Rik
ENSG00000204505,ENSMUSG00000046133,PRAMEF9,C130073F10Rik
ENSG00000162817,ENSMUSG00000039349,C1orf115,C130074G19Rik
ENSG00000197223,ENSMUSG00000000581,C1D,C1d
ENSG00000106392,ENSMUSG00000042460,C1GALT1,C1galt1
ENSG00000171155,ENSMUSG00000048970,C1GALT1C1,C1galt1c1
ENSG00000173372,ENSMUSG00000036887,C1QA,C1qa
ENSG00000173369,ENSMUSG00000036905,C1QB,C1qb
ENSG00000108561,ENSMUSG00000018446,C1QBP,C1qbp
ENSG00000159189,ENSMUSG00000036896,C1QC,C1qc
ENSG00000131094,ENSMUSG00000045532,C1QL1,C1ql1
ENSG00000144119,ENSMUSG00000036907,C1QL2,C1ql2
ENSG00000165985,ENSMUSG00000049630,C1QL3,C1ql3
ENSG00000186897,ENSMUSG00000001076,C1QL4,C1ql4
ENSG00000173918,ENSMUSG00000017446,C1QTNF1,C1qtnf1
ENSG00000184163,ENSMUSG00000023571,C1QTNF12,C1qtnf12
ENSG00000145861,ENSMUSG00000046491,C1QTNF2,C1qtnf2
ENSG00000082196,ENSMUSG00000058914,C1QTNF3,C1qtnf3
ENSG00000172247,ENSMUSG00000040794,C1QTNF4,C1qtnf4
ENSG00000223953,ENSMUSG00000079592,C1QTNF5,C1qtnf5
ENSG00000133466,ENSMUSG00000022440,C1QTNF6,C1qtnf6
ENSG00000163145,ENSMUSG00000061535,C1QTNF7,C1qtnf7
ENSG00000240654,ENSMUSG00000071347,C1QTNF9,C1qtnf9
